StoreName,Event,occupancy,Start hr,Start Min,End hr,End Min,Day Start,Month Start,	Year Start
491,Ev20240310491,true,10,30,17,0,10,3,2024
523,Ev20240310523,true,10,0,16,30,10,3,2024
550,Ev20240310550,true,10,30,17,0,10,3,2024
554,Ev20240311554,true,9,0,17,30,11,3,2024
554,Ev20240312554,true,9,0,17,30,12,3,2024
554,Ev20240313554,true,9,0,17,30,13,3,2024
554,Ev20240314554,true,9,0,17,30,14,3,2024
637,Ev20240310637,true,10,30,17,0,10,3,2024
638,Ev20240310638,true,10,30,16,30,10,3,2024
660,Ev20240310660,true,10,30,16,30,10,3,2024
660,Ev20240314660,true,9,0,20,0,14,3,2024
660,Ev20240315660,true,9,0,20,0,15,3,2024
660,Ev20240316660,true,9,0,19,0,16,3,2024
664,Ev20240310664,true,9,30,16,0,10,3,2024
664,Ev20240313664,true,9,0,20,0,13,3,2024
664,Ev20240314664,true,9,0,20,0,14,3,2024
664,Ev20240316664,true,8,30,18,0,16,3,2024
683,Ev20240310683,true,10,30,17,0,10,3,2024
683,Ev20240316683,true,8,30,19,0,16,3,2024
687,Ev20240310687,true,10,30,17,0,10,3,2024
687,Ev20240311687,true,9,0,20,0,11,3,2024
687,Ev20240312687,true,9,0,20,0,12,3,2024
687,Ev20240313687,true,9,0,20,0,13,3,2024
687,Ev20240314687,true,9,0,20,0,14,3,2024
687,Ev20240315687,true,9,0,20,0,15,3,2024
687,Ev20240316687,true,9,0,18,30,16,3,2024
478,Ev20240311478,true,9,0,19,0,11,3,2024
478,Ev20240312478,true,9,0,19,0,12,3,2024
478,Ev20240313478,true,9,0,19,0,13,3,2024
478,Ev20240314478,true,9,0,19,0,14,3,2024
478,Ev20240315478,true,9,0,19,0,15,3,2024
478,Ev20240316478,true,9,0,18,30,16,3,2024
498,Ev20240310498,true,10,30,16,30,10,3,2024
498,Ev20240314498,true,9,0,19,30,14,3,2024
565,Ev20240311565,true,9,0,17,30,11,3,2024
565,Ev20240312565,true,9,0,17,30,12,3,2024
565,Ev20240313565,true,9,0,17,30,13,3,2024
565,Ev20240314565,true,9,0,19,0,14,3,2024
565,Ev20240315565,true,9,0,17,30,15,3,2024
565,Ev20240316565,true,9,0,17,30,16,3,2024
583,Ev20240310583,true,10,30,16,30,10,3,2024
584,Ev20240311584,true,8,30,17,30,11,3,2024
584,Ev20240312584,true,8,30,17,30,12,3,2024
584,Ev20240313584,true,8,30,17,30,13,3,2024
584,Ev20240314584,true,8,30,17,30,14,3,2024
584,Ev20240315584,true,8,30,17,30,15,3,2024
584,Ev20240316584,true,8,30,17,30,16,3,2024
610,Ev20240310610,true,10,30,16,30,10,3,2024
610,Ev20240311610,true,9,0,17,30,11,3,2024
610,Ev20240312610,true,9,0,17,30,12,3,2024
610,Ev20240313610,true,9,0,17,30,13,3,2024
610,Ev20240315610,true,9,0,17,30,15,3,2024
610,Ev20240316610,true,9,0,17,30,16,3,2024
656,Ev20240310656,true,10,30,16,30,10,3,2024
656,Ev20240315656,true,9,0,19,0,15,3,2024
670,Ev20240316670,true,9,0,20,0,16,3,2024
468,Ev20240310468,true,10,30,16,30,10,3,2024
468,Ev20240311468,true,9,0,18,30,11,3,2024
468,Ev20240312468,true,9,0,18,30,12,3,2024
468,Ev20240313468,true,9,0,18,30,13,3,2024
468,Ev20240314468,true,9,0,20,0,14,3,2024
570,Ev20240311570,true,9,0,17,30,11,3,2024
570,Ev20240312570,true,9,0,17,30,12,3,2024
570,Ev20240313570,true,9,0,17,30,13,3,2024
570,Ev20240314570,true,9,0,17,30,14,3,2024
570,Ev20240315570,true,9,0,17,30,15,3,2024
570,Ev20240316570,true,9,0,17,30,16,3,2024
614,Ev20240310614,true,10,30,16,30,10,3,2024
614,Ev20240314614,true,9,0,20,0,14,3,2024
631,Ev20240310631,true,10,30,16,30,10,3,2024
631,Ev20240314631,true,9,0,20,0,14,3,2024
632,Ev20240310632,true,10,30,16,30,10,3,2024
632,Ev20240314632,true,9,0,20,0,14,3,2024
657,Ev20240310657,true,10,30,16,30,10,3,2024
657,Ev20240315657,true,9,0,19,0,15,3,2024
657,Ev20240316657,true,9,0,19,0,16,3,2024
658,Ev20240314658,true,9,0,20,0,14,3,2024
685,Ev20240310685,true,10,30,16,30,10,3,2024
447,Ev20240310447,true,10,30,16,30,10,3,2024
447,Ev20240314447,true,9,0,19,0,14,3,2024
480,Ev20240310480,true,10,0,16,30,10,3,2024
480,Ev20240311480,true,8,30,18,0,11,3,2024
480,Ev20240312480,true,8,30,18,0,12,3,2024
480,Ev20240313480,true,8,30,21,0,13,3,2024
480,Ev20240314480,true,8,30,18,0,14,3,2024
480,Ev20240315480,true,8,30,18,0,15,3,2024
480,Ev20240316480,true,8,30,18,0,16,3,2024
495,Ev20240310495,true,10,30,16,30,10,3,2024
495,Ev20240311495,true,9,0,18,30,11,3,2024
495,Ev20240312495,true,9,0,18,30,12,3,2024
495,Ev20240313495,true,9,0,18,30,13,3,2024
495,Ev20240314495,true,9,0,21,0,14,3,2024
495,Ev20240315495,true,9,0,18,30,15,3,2024
495,Ev20240316495,true,9,0,18,30,16,3,2024
521,Ev20240310521,true,10,0,16,30,10,3,2024
521,Ev20240314521,true,9,0,21,0,14,3,2024
529,Ev20240310529,true,10,0,16,30,10,3,2024
529,Ev20240314529,true,9,0,21,0,14,3,2024
547,Ev20240310547,true,10,0,16,30,10,3,2024
607,Ev20240314607,true,9,0,20,0,14,3,2024
615,Ev20240310615,true,10,30,17,0,10,3,2024
615,Ev20240311615,true,9,0,18,30,11,3,2024
615,Ev20240312615,true,9,0,18,30,12,3,2024
615,Ev20240313615,true,9,0,18,30,13,3,2024
615,Ev20240314615,true,9,0,21,0,14,3,2024
615,Ev20240315615,true,9,0,18,30,15,3,2024
667,Ev20240314667,true,9,0,20,0,14,3,2024
443,Ev20240310443,true,10,0,16,30,10,3,2024
443,Ev20240311443,true,9,0,18,30,11,3,2024
443,Ev20240312443,true,9,0,18,30,12,3,2024
443,Ev20240313443,true,9,0,18,30,13,3,2024
443,Ev20240314443,true,9,0,18,30,14,3,2024
443,Ev20240315443,true,9,0,18,30,15,3,2024
443,Ev20240316443,true,9,0,18,30,16,3,2024
489,Ev20240310489,true,10,30,17,0,10,3,2024
489,Ev20240311489,true,9,0,18,30,11,3,2024
489,Ev20240312489,true,9,0,18,30,12,3,2024
489,Ev20240313489,true,9,0,18,30,13,3,2024
489,Ev20240314489,true,9,0,18,30,14,3,2024
489,Ev20240315489,true,9,0,18,30,15,3,2024
489,Ev20240316489,true,9,0,18,30,16,3,2024
520,Ev20240311520,true,9,0,17,30,11,3,2024
520,Ev20240312520,true,9,0,17,30,12,3,2024
520,Ev20240313520,true,9,0,17,30,13,3,2024
520,Ev20240314520,true,9,0,17,30,14,3,2024
520,Ev20240315520,true,9,0,17,30,15,3,2024
520,Ev20240316520,true,9,0,17,30,16,3,2024
579,Ev20240310579,true,10,30,16,30,10,3,2024
579,Ev20240311579,true,9,0,17,30,11,3,2024
579,Ev20240312579,true,9,0,17,30,12,3,2024
579,Ev20240313579,true,9,0,17,30,13,3,2024
579,Ev20240314579,true,9,0,17,30,14,3,2024
579,Ev20240315579,true,9,0,17,30,15,3,2024
579,Ev20240316579,true,9,0,17,30,16,3,2024
603,Ev20240310603,true,10,30,16,30,10,3,2024
603,Ev20240311603,true,9,0,17,30,11,3,2024
603,Ev20240312603,true,9,0,17,30,12,3,2024
603,Ev20240313603,true,9,0,17,30,13,3,2024
603,Ev20240314603,true,9,0,17,30,14,3,2024
603,Ev20240315603,true,9,0,17,30,15,3,2024
603,Ev20240316603,true,9,0,17,30,16,3,2024
608,Ev20240311608,true,9,0,17,30,11,3,2024
608,Ev20240312608,true,9,0,17,30,12,3,2024
608,Ev20240313608,true,9,0,17,30,13,3,2024
608,Ev20240314608,true,8,30,17,30,14,3,2024
608,Ev20240315608,true,9,0,17,30,15,3,2024
608,Ev20240316608,true,8,30,18,0,16,3,2024
611,Ev20240311611,true,8,30,18,0,11,3,2024
611,Ev20240312611,true,8,30,18,0,12,3,2024
611,Ev20240313611,true,8,30,18,0,13,3,2024
611,Ev20240314611,true,8,30,18,0,14,3,2024
611,Ev20240315611,true,8,30,18,0,15,3,2024
611,Ev20240316611,true,8,30,18,0,16,3,2024
623,Ev20240310623,true,10,30,17,0,10,3,2024
642,Ev20240310642,true,10,30,17,0,10,3,2024
642,Ev20240311642,true,9,0,22,0,11,3,2024
642,Ev20240312642,true,9,0,22,0,12,3,2024
642,Ev20240313642,true,9,0,22,0,13,3,2024
642,Ev20240314642,true,9,0,22,0,14,3,2024
642,Ev20240315642,true,9,0,22,0,15,3,2024
642,Ev20240316642,true,9,0,20,0,16,3,2024
673,Ev20240310673,true,10,30,17,0,10,3,2024
442,Ev20240310442,true,10,0,16,30,10,3,2024
442,Ev20240311442,true,9,0,18,30,11,3,2024
442,Ev20240312442,true,9,0,18,30,12,3,2024
442,Ev20240313442,true,9,0,18,30,13,3,2024
442,Ev20240314442,true,9,0,18,30,14,3,2024
442,Ev20240315442,true,9,0,18,30,15,3,2024
442,Ev20240316442,true,9,0,18,30,16,3,2024
483,Ev20240310483,true,10,45,17,0,10,3,2024
490,Ev20240310490,true,10,30,17,0,10,3,2024
524,Ev20240310524,true,10,30,17,0,10,3,2024
524,Ev20240311524,true,9,0,18,0,11,3,2024
524,Ev20240312524,true,9,0,18,0,12,3,2024
524,Ev20240313524,true,9,0,18,0,13,3,2024
524,Ev20240314524,true,9,0,18,0,14,3,2024
524,Ev20240315524,true,9,0,18,0,15,3,2024
573,Ev20240310573,true,10,30,17,0,10,3,2024
580,Ev20240310580,true,10,30,17,0,10,3,2024
580,Ev20240311580,true,9,0,18,30,11,3,2024
580,Ev20240312580,true,9,0,18,30,12,3,2024
580,Ev20240313580,true,9,0,18,30,13,3,2024
606,Ev20240310606,true,10,30,16,30,10,3,2024
647,Ev20240310647,true,10,30,17,0,10,3,2024
699,Ev20240310699,true,10,30,17,0,10,3,2024
699,Ev20240311699,true,8,30,20,0,11,3,2024
699,Ev20240312699,true,8,30,20,0,12,3,2024
699,Ev20240313699,true,8,30,20,0,13,3,2024
699,Ev20240314699,true,8,30,20,0,14,3,2024
699,Ev20240315699,true,8,30,20,0,15,3,2024
519,Ev20240310519,true,10,30,17,0,10,3,2024
689,Ev20240310689,true,10,30,17,0,10,3,2024
689,Ev20240311689,true,8,0,22,0,11,3,2024
689,Ev20240312689,true,8,0,22,0,12,3,2024
689,Ev20240313689,true,8,0,22,0,13,3,2024
689,Ev20240314689,true,8,0,22,0,14,3,2024
689,Ev20240315689,true,8,0,22,0,15,3,2024
689,Ev20240316689,true,8,0,22,0,16,3,2024
440,Ev20240310440,true,10,30,17,0,10,3,2024
488,Ev20240310488,true,10,30,16,30,10,3,2024
488,Ev20240313488,true,9,0,20,0,13,3,2024
578,Ev20240310578,true,10,30,16,30,10,3,2024
578,Ev20240315578,true,9,0,20,0,15,3,2024
578,Ev20240316578,true,9,0,19,0,16,3,2024
639,Ev20240310639,true,10,30,16,30,10,3,2024
641,Ev20240310641,true,10,30,17,0,10,3,2024
641,Ev20240316641,true,9,0,20,0,16,3,2024
